set date	set code	card name	mana cost	colors	types	subtypes	rarity
2018-10-05	GRN	Urban Utopia	2.0	["G"]	["Enchantment"]	["Aura"]	common
2018-10-05	GRN	Vigorspore Wurm	6.0	["G"]	["Creature"]	["Wurm"]	common
2018-10-05	GRN	Vivid Revival	5.0	["G"]	["Sorcery"]	[]	rare
2018-10-05	GRN	Wary Okapi	3.0	["G"]	["Creature"]	["Antelope"]	common
2018-10-05	GRN	Wild Ceratok	4.0	["G"]	["Creature"]	["Rhino"]	common
2018-10-05	GRN	Assassin's Trophy	2.0	["B" "G"]	["Instant"]	[]	rare
2018-10-05	GRN	Camaraderie	6.0	["G" "W"]	["Sorcery"]	[]	rare
2018-10-05	GRN	Centaur Peacemaker	3.0	["G" "W"]	["Creature"]	["Centaur" "Cleric"]	common
2018-10-05	GRN	Charnel Troll	3.0	["B" "G"]	["Creature"]	["Troll"]	rare
2018-10-05	GRN	Conclave Cavalier	4.0	["G" "W"]	["Creature"]	["Centaur" "Knight"]	uncommon
2018-10-05	GRN	Conclave Guildmage	2.0	["G" "W"]	["Creature"]	["Elf" "Cleric"]	uncommon
2018-10-05	GRN	Emmara, Soul of the Accord	2.0	["G" "W"]	["Creature"]	["Elf" "Cleric"]	rare
2018-10-05	GRN	Erstwhile Trooper	3.0	["B" "G"]	["Creature"]	["Zombie" "Soldier"]	common
2018-10-05	GRN	Glowspore Shaman	2.0	["B" "G"]	["Creature"]	["Elf" "Shaman"]	uncommon
2018-10-05	GRN	Golgari Findbroker	4.0	["B" "G"]	["Creature"]	["Elf" "Shaman"]	uncommon
2018-10-05	GRN	Izoni, Thousand-Eyed	6.0	["B" "G"]	["Creature"]	["Elf" "Shaman"]	rare
2018-10-05	GRN	Join Shields	5.0	["G" "W"]	["Instant"]	[]	uncommon
2018-10-05	GRN	Knight of Autumn	3.0	["G" "W"]	["Creature"]	["Dryad" "Knight"]	rare
2018-10-05	GRN	Ledev Champion	3.0	["G" "W"]	["Creature"]	["Elf" "Knight"]	uncommon
2018-10-05	GRN	March of the Multitudes	3.0	["G" "W"]	["Instant"]	[]	mythic
2018-10-05	GRN	Molderhulk	9.0	["B" "G"]	["Creature"]	["Fungus" "Zombie"]	uncommon
2018-10-05	GRN	Ochran Assassin	3.0	["B" "G"]	["Creature"]	["Elf" "Assassin"]	uncommon
2018-10-05	GRN	Rhizome Lurcher	4.0	["B" "G"]	["Creature"]	["Fungus" "Zombie"]	common
2018-10-05	GRN	Rosemane Centaur	5.0	["G" "W"]	["Creature"]	["Centaur" "Soldier"]	common
2018-10-05	GRN	Sumala Woodshaper	4.0	["G" "W"]	["Creature"]	["Elf" "Druid"]	common
2018-10-05	GRN	Swarm Guildmage	2.0	["B" "G"]	["Creature"]	["Elf" "Shaman"]	uncommon
2018-10-05	GRN	Trostani Discordant	5.0	["G" "W"]	["Creature"]	["Dryad"]	mythic
2018-10-05	GRN	Undercity Uprising	4.0	["B" "G"]	["Sorcery"]	[]	common
2018-10-05	GRN	Underrealm Lich	5.0	["B" "G"]	["Creature"]	["Zombie" "Elf" "Shaman"]	mythic
2018-10-05	GRN	Vraska, Golgari Queen	4.0	["B" "G"]	["Planeswalker"]	["Vraska"]	mythic
2018-10-05	GRN	Worldsoul Colossus	2.0	["G" "W"]	["Creature"]	["Elemental"]	uncommon
2018-10-05	GRN	Pitiless Gorgon	3.0	["B" "G"]	["Creature"]	["Gorgon"]	common
2018-10-05	GRN	Vernadi Shieldmate	2.0	["G" "W"]	["Creature"]	["Human" "Soldier"]	common
2018-10-05	GRN	Assemble	8.0	["W" "G"]	["Instant"]	[]	rare
2018-10-05	GRN	Assure	8.0	["W" "G"]	["Instant"]	[]	rare
2018-10-05	GRN	Finality	8.0	["B" "G"]	["Sorcery"]	[]	rare
2018-10-05	GRN	Find	8.0	["B" "G"]	["Sorcery"]	[]	rare
2018-10-05	GRN	Flourish	7.0	["W" "G"]	["Sorcery"]	[]	uncommon
2018-10-05	GRN	Flower	7.0	["W" "G"]	["Sorcery"]	[]	uncommon
2018-10-05	GRN	Statue	5.0	["B" "G"]	["Instant"]	[]	uncommon
2018-10-05	GRN	Status	5.0	["B" "G"]	["Instant"]	[]	uncommon
2018-10-05	GRN	Vraska, Regal Gorgon	7.0	["B" "G"]	["Planeswalker"]	["Vraska"]	mythic
2018-10-05	GRN	Attendant of Vraska	3.0	["B" "G"]	["Creature"]	["Zombie" "Soldier"]	uncommon
2018-10-05	GRN	Vraska's Stoneglare	6.0	["B" "G"]	["Sorcery"]	[]	rare
2018-10-05	GRN	Impervious Greatwurm	10.0	["G"]	["Creature"]	["Wurm"]	mythic
2018-07-13	M19	Blanchwood Armor	3.0	["G"]	["Enchantment"]	["Aura"]	uncommon
2018-07-13	M19	Bristling Boar	4.0	["G"]	["Creature"]	["Boar"]	common
2018-07-13	M19	Centaur Courser	3.0	["G"]	["Creature"]	["Centaur" "Warrior"]	common
2018-07-13	M19	Colossal Dreadmaw	6.0	["G"]	["Creature"]	["Dinosaur"]	common
2018-07-13	M19	Colossal Majesty	3.0	["G"]	["Enchantment"]	[]	uncommon
2018-07-13	M19	Daggerback Basilisk	3.0	["G"]	["Creature"]	["Basilisk"]	common
2018-07-13	M19	Declare Dominance	5.0	["G"]	["Sorcery"]	[]	uncommon
2018-07-13	M19	Druid of Horns	4.0	["G"]	["Creature"]	["Human" "Druid"]	uncommon
2018-07-13	M19	Druid of the Cowl	2.0	["G"]	["Creature"]	["Elf" "Druid"]	common
2018-07-13	M19	Dryad Greenseeker	2.0	["G"]	["Creature"]	["Dryad"]	uncommon
2018-07-13	M19	Elvish Clancaller	2.0	["G"]	["Creature"]	["Elf" "Druid"]	rare
2018-07-13	M19	Elvish Rejuvenator	3.0	["G"]	["Creature"]	["Elf" "Druid"]	common
2018-07-13	M19	Ghastbark Twins	7.0	["G"]	["Creature"]	["Treefolk"]	uncommon
2018-07-13	M19	Ghirapur Guide	3.0	["G"]	["Creature"]	["Elf" "Scout"]	uncommon
2018-07-13	M19	Giant Spider	4.0	["G"]	["Creature"]	["Spider"]	common
2018-07-13	M19	Gift of Paradise	3.0	["G"]	["Enchantment"]	["Aura"]	uncommon
2018-07-13	M19	Gigantosaurus	5.0	["G"]	["Creature"]	["Dinosaur"]	rare
2018-07-13	M19	Goreclaw, Terror of Qal Sisma	4.0	["G"]	["Creature"]	["Bear"]	rare
2018-07-13	M19	Greenwood Sentinel	2.0	["G"]	["Creature"]	["Elf" "Scout"]	common
2018-07-13	M19	Highland Game	2.0	["G"]	["Creature"]	["Elk"]	common
2018-07-13	M19	Hungering Hydra	1.0	["G"]	["Creature"]	["Hydra"]	rare
2018-07-13	M19	Naturalize	2.0	["G"]	["Instant"]	[]	common
2018-07-13	M19	Oakenform	3.0	["G"]	["Enchantment"]	["Aura"]	common
2018-07-13	M19	Pelakka Wurm	7.0	["G"]	["Creature"]	["Wurm"]	rare
2018-07-13	M19	Plummet	2.0	["G"]	["Instant"]	[]	common
2018-07-13	M19	Prodigious Growth	6.0	["G"]	["Enchantment"]	["Aura"]	rare
2018-07-13	M19	Rabid Bite	2.0	["G"]	["Sorcery"]	[]	common
2018-07-13	M19	Reclamation Sage	3.0	["G"]	["Creature"]	["Elf" "Shaman"]	uncommon
2018-07-13	M19	Recollect	3.0	["G"]	["Sorcery"]	[]	uncommon
2018-07-13	M19	Rhox Oracle	5.0	["G"]	["Creature"]	["Rhino" "Monk"]	common
2018-07-13	M19	Root Snare	2.0	["G"]	["Instant"]	[]	common
2018-07-13	M19	Runic Armasaur	3.0	["G"]	["Creature"]	["Dinosaur"]	rare
2018-07-13	M19	Scapeshift	4.0	["G"]	["Sorcery"]	[]	mythic
2018-07-13	M19	Talons of Wildwood	2.0	["G"]	["Enchantment"]	["Aura"]	common
2018-07-13	M19	Thorn Lieutenant	2.0	["G"]	["Creature"]	["Elf" "Warrior"]	rare
2018-07-13	M19	Thornhide Wolves	5.0	["G"]	["Creature"]	["Wolf"]	common
2018-07-13	M19	Titanic Growth	2.0	["G"]	["Instant"]	[]	common
2018-07-13	M19	Vigilant Baloth	5.0	["G"]	["Creature"]	["Beast"]	uncommon
2018-07-13	M19	Vine Mare	4.0	["G"]	["Creature"]	["Elemental" "Horse"]	uncommon
2018-07-13	M19	Vivien Reid	5.0	["G"]	["Planeswalker"]	["Vivien"]	mythic
2018-07-13	M19	Vivien's Invocation	7.0	["G"]	["Sorcery"]	[]	rare
2018-07-13	M19	Wall of Vines	1.0	["G"]	["Creature"]	["Plant" "Wall"]	common
2018-07-13	M19	Arcades, the Strategist	4.0	["G" "U" "W"]	["Creature"]	["Elder" "Dragon"]	mythic
2018-07-13	M19	Draconic Disciple	3.0	["G" "R"]	["Creature"]	["Human" "Shaman"]	uncommon
2018-07-13	M19	Palladia-Mors, the Ruiner	6.0	["G" "R" "W"]	["Creature"]	["Elder" "Dragon"]	mythic
2018-07-13	M19	Poison-Tip Archer	4.0	["B" "G"]	["Creature"]	["Elf" "Archer"]	uncommon
2018-07-13	M19	Satyr Enchanter	3.0	["G" "W"]	["Creature"]	["Satyr" "Druid"]	uncommon
2018-07-13	M19	Skyrider Patrol	4.0	["G" "U"]	["Creature"]	["Elf" "Scout"]	uncommon
2018-07-13	M19	Vaevictis Asmadi, the Dire	6.0	["B" "G" "R"]	["Creature"]	["Elder" "Dragon"]	mythic
2018-07-13	M19	Vivien of the Arkbow	6.0	["G"]	["Planeswalker"]	["Vivien"]	mythic
2018-07-13	M19	Aggressive Mammoth	6.0	["G"]	["Creature"]	["Elephant"]	rare
2018-07-13	M19	Skalla Wolf	5.0	["G"]	["Creature"]	["Wolf" "Spirit"]	rare
2018-07-13	M19	Ursine Champion	2.0	["G"]	["Creature"]	["Human" "Berserker"]	common
2018-07-13	M19	Vivien's Jaguar	3.0	["G"]	["Creature"]	["Cat" "Spirit"]	uncommon
2018-07-13	M19	Llanowar Elves	1.0	["G"]	["Creature"]	["Elf" "Druid"]	common
2018-01-19	RIX	Aggressive Urge	2.0	["G"]	["Instant"]	[]	common
2018-01-19	RIX	Cacophodon	4.0	["G"]	["Creature"]	["Dinosaur"]	uncommon
2018-01-19	RIX	Cherished Hatchling	2.0	["G"]	["Creature"]	["Dinosaur"]	uncommon
2018-01-19	RIX	Colossal Dreadmaw	6.0	["G"]	["Creature"]	["Dinosaur"]	common
2018-01-19	RIX	Crested Herdcaller	5.0	["G"]	["Creature"]	["Dinosaur"]	uncommon
2018-01-19	RIX	Deeproot Elite	2.0	["G"]	["Creature"]	["Merfolk" "Warrior"]	rare
2018-01-19	RIX	Enter the Unknown	1.0	["G"]	["Sorcery"]	[]	uncommon
2018-01-19	RIX	Forerunner of the Heralds	4.0	["G"]	["Creature"]	["Merfolk" "Scout"]	uncommon
2018-01-19	RIX	Ghalta, Primal Hunger	12.0	["G"]	["Creature"]	["Elder" "Dinosaur"]	rare
2018-01-19	RIX	Giltgrove Stalker	2.0	["G"]	["Creature"]	["Merfolk" "Warrior"]	common
2018-01-19	RIX	Hardy Veteran	2.0	["G"]	["Creature"]	["Human" "Warrior"]	common
2018-01-19	RIX	Hunt the Weak	4.0	["G"]	["Sorcery"]	[]	common
2018-01-19	RIX	Jade Bearer	1.0	["G"]	["Creature"]	["Merfolk" "Shaman"]	common
2018-01-19	RIX	Jadecraft Artisan	4.0	["G"]	["Creature"]	["Merfolk" "Shaman"]	common
2018-01-19	RIX	Jadelight Ranger	3.0	["G"]	["Creature"]	["Merfolk" "Scout"]	rare
2018-01-19	RIX	Jungleborn Pioneer	3.0	["G"]	["Creature"]	["Merfolk" "Scout"]	common
2018-01-19	RIX	Knight of the Stampede	4.0	["G"]	["Creature"]	["Human" "Knight"]	common
2018-01-19	RIX	Naturalize	2.0	["G"]	["Instant"]	[]	common
2018-01-19	RIX	Orazca Frillback	3.0	["G"]	["Creature"]	["Dinosaur"]	common
2018-01-19	RIX	Overgrown Armasaur	5.0	["G"]	["Creature"]	["Dinosaur"]	common
2018-01-19	RIX	Path of Discovery	4.0	["G"]	["Enchantment"]	[]	rare
2018-01-19	RIX	Plummet	2.0	["G"]	["Instant"]	[]	common
2018-01-19	RIX	Polyraptor	8.0	["G"]	["Creature"]	["Dinosaur"]	mythic
2018-01-19	RIX	Strength of the Pack	6.0	["G"]	["Sorcery"]	[]	uncommon
2018-01-19	RIX	Swift Warden	3.0	["G"]	["Creature"]	["Merfolk" "Warrior"]	uncommon
2018-01-19	RIX	Tendershoot Dryad	5.0	["G"]	["Creature"]	["Dryad"]	rare
2018-01-19	RIX	Thrashing Brontodon	3.0	["G"]	["Creature"]	["Dinosaur"]	uncommon
2018-01-19	RIX	Thunderherd Migration	2.0	["G"]	["Sorcery"]	[]	uncommon
2018-01-19	RIX	Wayward Swordtooth	3.0	["G"]	["Creature"]	["Dinosaur"]	rare
2018-01-19	RIX	World Shaper	4.0	["G"]	["Creature"]	["Merfolk" "Shaman"]	rare
2018-01-19	RIX	Atzocan Seer	3.0	["G" "W"]	["Creature"]	["Human" "Druid"]	uncommon
2018-01-19	RIX	Hadana's Climb	3.0	["G" "U"]	["Enchantment"]	[]	rare
2018-01-19	RIX	Huatli, Radiant Champion	4.0	["G" "W"]	["Planeswalker"]	["Huatli"]	mythic
2018-01-19	RIX	Journey to Eternity	3.0	["B" "G"]	["Enchantment"]	["Aura"]	rare
2018-01-19	RIX	Jungle Creeper	3.0	["B" "G"]	["Creature"]	["Elemental"]	uncommon
2018-01-19	RIX	Kumena, Tyrant of Orazca	3.0	["G" "U"]	["Creature"]	["Merfolk" "Shaman"]	mythic
2018-01-19	RIX	Merfolk Mistbinder	2.0	["G" "U"]	["Creature"]	["Merfolk" "Shaman"]	uncommon
2018-01-19	RIX	Raging Regisaur	4.0	["G" "R"]	["Creature"]	["Dinosaur"]	uncommon
2018-01-19	RIX	Siegehorn Ceratops	2.0	["G" "W"]	["Creature"]	["Dinosaur"]	rare
2018-01-19	RIX	Zacama, Primal Calamity	9.0	["G" "R" "W"]	["Creature"]	["Elder" "Dinosaur"]	mythic
2019-01-25	RNA	Axebane Beast	4.0	["G"]	["Creature"]	["Beast"]	common
2019-01-25	RNA	Biogenic Ooze	5.0	["G"]	["Creature"]	["Ooze"]	mythic
2019-01-25	RNA	Biogenic Upgrade	6.0	["G"]	["Sorcery"]	[]	uncommon
2019-01-25	RNA	End-Raze Forerunners	8.0	["G"]	["Creature"]	["Boar"]	rare
2019-01-25	RNA	Enraged Ceratok	4.0	["G"]	["Creature"]	["Rhino"]	uncommon
2019-01-25	RNA	Gatebreaker Ram	3.0	["G"]	["Creature"]	["Sheep"]	uncommon
2019-01-25	RNA	Gift of Strength	2.0	["G"]	["Instant"]	[]	common
2019-01-25	RNA	Growth-Chamber Guardian	2.0	["G"]	["Creature"]	["Elf" "Crab" "Warrior"]	rare
2019-01-25	RNA	Gruul Beastmaster	4.0	["G"]	["Creature"]	["Human" "Shaman"]	uncommon
2019-01-25	RNA	Guardian Project	4.0	["G"]	["Enchantment"]	[]	rare
2019-01-25	RNA	Incubation Druid	2.0	["G"]	["Creature"]	["Elf" "Druid"]	rare
2019-01-25	RNA	Mammoth Spider	5.0	["G"]	["Creature"]	["Spider"]	common
2019-01-25	RNA	Open the Gates	1.0	["G"]	["Sorcery"]	[]	common
2019-01-25	RNA	Rampage of the Clans	4.0	["G"]	["Instant"]	[]	rare
2019-01-25	RNA	Rampaging Rendhorn	5.0	["G"]	["Creature"]	["Beast"]	common
2019-01-25	RNA	Regenesis	5.0	["G"]	["Instant"]	[]	uncommon
2019-01-25	RNA	Root Snare	2.0	["G"]	["Instant"]	[]	common
2019-01-25	RNA	Sagittars' Volley	3.0	["G"]	["Instant"]	[]	common
2019-01-25	RNA	Saruli Caretaker	1.0	["G"]	["Creature"]	["Dryad"]	common
2019-01-25	RNA	Sauroform Hybrid	2.0	["G"]	["Creature"]	["Human" "Lizard" "Warrior"]	common
2019-01-25	RNA	Silhana Wayfinder	2.0	["G"]	["Creature"]	["Elf" "Scout"]	uncommon
2019-01-25	RNA	Steeple Creeper	3.0	["G"]	["Creature"]	["Frog" "Snake"]	common
2019-01-25	RNA	Stony Strength	1.0	["G"]	["Instant"]	[]	common
2019-01-25	RNA	Sylvan Brushstrider	3.0	["G"]	["Creature"]	["Beast"]	common
2019-01-25	RNA	Territorial Boar	2.0	["G"]	["Creature"]	["Boar"]	common
2019-01-25	RNA	Titanic Brawl	2.0	["G"]	["Instant"]	[]	common
2019-01-25	RNA	Tower Defense	2.0	["G"]	["Instant"]	[]	uncommon
2019-01-25	RNA	Trollbred Guardian	5.0	["G"]	["Creature"]	["Troll" "Frog" "Warrior"]	uncommon
2019-01-25	RNA	Wilderness Reclamation	4.0	["G"]	["Enchantment"]	[]	uncommon
2019-01-25	RNA	Wrecking Beast	7.0	["G"]	["Creature"]	["Beast"]	common
2019-01-25	RNA	Aeromunculus	3.0	["G" "U"]	["Creature"]	["Homunculus" "Mutant"]	common
2019-01-25	RNA	Applied Biomancy	2.0	["G" "U"]	["Instant"]	[]	common
2019-01-25	RNA	Biomancer's Familiar	2.0	["G" "U"]	["Creature"]	["Mutant"]	rare
2019-01-25	RNA	Bolrac-Clan Crusher	5.0	["G" "R"]	["Creature"]	["Ogre" "Warrior"]	uncommon
2019-01-25	RNA	Cindervines	2.0	["G" "R"]	["Enchantment"]	[]	rare
2019-01-25	RNA	Clan Guildmage	2.0	["G" "R"]	["Creature"]	["Human" "Shaman"]	uncommon
2019-01-25	RNA	Combine Guildmage	2.0	["G" "U"]	["Creature"]	["Merfolk" "Wizard"]	uncommon
2019-01-25	RNA	Domri, Chaos Bringer	4.0	["G" "R"]	["Planeswalker"]	["Domri"]	mythic
2019-01-25	RNA	Frenzied Arynx	4.0	["G" "R"]	["Creature"]	["Cat" "Beast"]	common
2019-01-25	RNA	Frilled Mystic	4.0	["G" "U"]	["Creature"]	["Elf" "Lizard" "Wizard"]	uncommon
2019-01-25	RNA	Galloping Lizrog	5.0	["G" "U"]	["Creature"]	["Frog" "Lizard"]	uncommon
2019-01-25	RNA	Growth Spiral	2.0	["G" "U"]	["Instant"]	[]	common
2019-01-25	RNA	Gruul Spellbreaker	3.0	["G" "R"]	["Creature"]	["Ogre" "Warrior"]	rare
2019-01-25	RNA	Gyre Engineer	3.0	["G" "U"]	["Creature"]	["Vedalken" "Wizard"]	uncommon
2019-01-25	RNA	Hydroid Krasis	2.0	["G" "U"]	["Creature"]	["Jellyfish" "Hydra" "Beast"]	mythic
2019-01-25	RNA	Nikya of the Old Ways	5.0	["G" "R"]	["Creature"]	["Centaur" "Druid"]	rare
2019-01-25	RNA	Prime Speaker Vannifar	4.0	["G" "U"]	["Creature"]	["Elf" "Ooze" "Wizard"]	mythic
2019-01-25	RNA	Ravager Wurm	6.0	["G" "R"]	["Creature"]	["Wurm"]	mythic
2019-01-25	RNA	Rhythm of the Wild	3.0	["G" "R"]	["Enchantment"]	[]	uncommon
2019-01-25	RNA	Rubblebelt Runner	3.0	["G" "R"]	["Creature"]	["Viashino" "Warrior"]	common
2019-01-25	RNA	Savage Smash	3.0	["G" "R"]	["Sorcery"]	[]	common
2019-01-25	RNA	Sharktocrab	4.0	["G" "U"]	["Creature"]	["Fish" "Octopus" "Crab"]	uncommon
2019-01-25	RNA	Simic Ascendancy	2.0	["G" "U"]	["Enchantment"]	[]	rare
2019-01-25	RNA	Sunder Shaman	4.0	["G" "R"]	["Creature"]	["Giant" "Shaman"]	uncommon
2019-01-25	RNA	Zegana, Utopian Speaker	4.0	["G" "U"]	["Creature"]	["Merfolk" "Wizard"]	rare
2019-01-25	RNA	Zhur-Taa Goblin	2.0	["G" "R"]	["Creature"]	["Goblin" "Berserker"]	uncommon
2019-01-25	RNA	Rubble Slinger	3.0	["G" "R"]	["Creature"]	["Human" "Warrior"]	common
2019-01-25	RNA	Scuttlegator	6.0	["G" "U"]	["Creature"]	["Crab" "Turtle" "Crocodile"]	common
2019-01-25	RNA	Colossus	4.0	["R" "G"]	["Instant"]	[]	uncommon
2019-01-25	RNA	Collision	4.0	["R" "G"]	["Instant"]	[]	uncommon
2019-01-25	RNA	Incongruity	4.0	["U" "G"]	["Instant"]	[]	uncommon
2019-01-25	RNA	Incubation	4.0	["U" "G"]	["Sorcery"]	[]	uncommon
2019-01-25	RNA	Replicate	5.0	["U" "G"]	["Sorcery"]	[]	rare
2019-01-25	RNA	Repudiate	5.0	["U" "G"]	["Instant"]	[]	rare
2019-01-25	RNA	Threat	6.0	["R" "G"]	["Sorcery"]	[]	rare
2019-01-25	RNA	Thrash	6.0	["R" "G"]	["Instant"]	[]	rare
2019-01-25	RNA	Sphinx of the Guildpact	7.0	["B" "G" "R" "U" "W"]	["Artifact" "Creature"]	["Sphinx"]	uncommon
2019-01-25	RNA	Domri, City Smasher	6.0	["G" "R"]	["Planeswalker"]	["Domri"]	mythic
2019-01-25	RNA	Charging War Boar	3.0	["G" "R"]	["Creature"]	["Boar"]	uncommon
